location_id,latitude,longitude,period_1_intensity_m,period_2_intensity_m,period_3_intensity_m,period_1_variance,period_2_variance,period_3_variance,hazard_type,unit
EUR_FLOO_090492,49.58,27.71,1.604,1.922,2.352,0.357,0.357,0.503,flood,meters
EUR_FLOO_090493,49.58,27.8,1.672,1.935,2.392,0.319,0.456,0.522,flood,meters
EUR_FLOO_090494,49.58,27.89,1.389,1.708,2.209,0.254,0.264,0.596,flood,meters
EUR_FLOO_090495,49.58,27.98,1.422,1.663,2.094,0.278,0.277,0.421,flood,meters
EUR_FLOO_090496,49.58,28.07,1.401,1.666,2.219,0.303,0.29,0.598,flood,meters
EUR_FLOO_090497,49.58,28.16,1.375,1.634,2.068,0.29,0.315,0.595,flood,meters
EUR_FLOO_090498,49.58,28.25,1.588,1.912,2.402,0.346,0.298,0.677,flood,meters
EUR_FLOO_090499,49.58,28.34,1.402,1.613,2.055,0.218,0.385,0.426,flood,meters
EUR_FLOO_090500,49.58,28.43,1.427,1.702,2.154,0.327,0.379,0.557,flood,meters
EUR_FLOO_090501,49.58,28.52,1.431,1.73,2.241,0.237,0.431,0.653,flood,meters
EUR_FLOO_090502,49.58,28.61,1.546,1.9,2.408,0.311,0.338,0.628,flood,meters
EUR_FLOO_090503,49.58,28.7,1.467,1.722,2.182,0.356,0.329,0.622,flood,meters
EUR_FLOO_090504,49.58,28.79,1.43,1.692,2.168,0.295,0.391,0.615,flood,meters
EUR_FLOO_090505,49.58,28.88,1.565,1.805,2.237,0.362,0.324,0.607,flood,meters
EUR_FLOO_090506,49.58,28.97,1.595,1.914,2.387,0.326,0.395,0.67,flood,meters
EUR_FLOO_090507,49.58,29.06,1.375,1.595,1.982,0.214,0.366,0.466,flood,meters
EUR_FLOO_090508,49.58,29.15,1.451,1.771,2.172,0.252,0.269,0.573,flood,meters
EUR_FLOO_090509,49.58,29.24,1.549,1.781,2.377,0.385,0.431,0.549,flood,meters
EUR_FLOO_090510,49.58,29.33,1.639,1.969,2.548,0.289,0.307,0.584,flood,meters
EUR_FLOO_090511,49.58,29.42,1.371,1.602,2.036,0.272,0.339,0.551,flood,meters
EUR_FLOO_090512,49.58,29.51,1.443,1.711,2.217,0.232,0.27,0.658,flood,meters
EUR_FLOO_090513,49.58,29.6,1.529,1.83,2.387,0.378,0.428,0.637,flood,meters
EUR_FLOO_090514,49.58,29.69,1.569,1.951,2.392,0.286,0.472,0.712,flood,meters
EUR_FLOO_090515,49.58,29.78,1.489,1.826,2.302,0.249,0.456,0.533,flood,meters
EUR_FLOO_090516,49.58,29.87,1.536,1.779,2.282,0.233,0.271,0.474,flood,meters
EUR_FLOO_090517,49.58,29.96,1.423,1.636,2.036,0.239,0.401,0.45,flood,meters
EUR_FLOO_090518,49.58,30.05,1.583,1.967,2.399,0.275,0.31,0.572,flood,meters
EUR_FLOO_090519,49.58,30.14,1.486,1.846,2.433,0.297,0.298,0.573,flood,meters
EUR_FLOO_090520,49.58,30.23,1.583,1.945,2.478,0.3,0.423,0.595,flood,meters
EUR_FLOO_090521,49.58,30.32,1.35,1.638,2.001,0.301,0.292,0.425,flood,meters
EUR_FLOO_090522,49.58,30.41,1.441,1.784,2.342,0.312,0.368,0.472,flood,meters
EUR_FLOO_090523,49.58,30.5,1.394,1.729,2.21,0.286,0.396,0.602,flood,meters
EUR_FLOO_090524,49.58,30.59,1.354,1.585,2.128,0.331,0.319,0.529,flood,meters
EUR_FLOO_090525,49.58,30.68,1.533,1.794,2.267,0.267,0.367,0.585,flood,meters
EUR_FLOO_090526,49.58,30.77,1.612,1.982,2.534,0.254,0.483,0.716,flood,meters
EUR_FLOO_090527,49.58,30.86,1.362,1.639,2.101,0.249,0.324,0.443,flood,meters
EUR_FLOO_090528,49.58,30.95,1.618,2.013,2.705,0.289,0.339,0.686,flood,meters
EUR_FLOO_090529,49.58,31.04,1.502,1.746,2.322,0.265,0.276,0.559,flood,meters
EUR_FLOO_090530,49.58,31.13,1.408,1.62,2.092,0.237,0.314,0.527,flood,meters
EUR_FLOO_090531,49.58,31.22,1.642,1.984,2.46,0.409,0.362,0.499,flood,meters
EUR_FLOO_090532,49.58,31.31,1.461,1.715,2.16,0.303,0.41,0.579,flood,meters
EUR_FLOO_090533,49.58,31.4,1.619,1.908,2.442,0.38,0.425,0.59,flood,meters
EUR_FLOO_090534,49.58,31.49,1.55,1.938,2.518,0.327,0.416,0.747,flood,meters
EUR_FLOO_090535,49.58,31.58,1.375,1.607,1.99,0.291,0.374,0.561,flood,meters
EUR_FLOO_090536,49.58,31.67,1.536,1.887,2.38,0.236,0.291,0.711,flood,meters
EUR_FLOO_090537,49.58,31.76,1.396,1.698,2.219,0.346,0.369,0.63,flood,meters
EUR_FLOO_090538,49.58,31.85,1.313,1.583,1.959,0.314,0.375,0.559,flood,meters
EUR_FLOO_090539,49.58,31.94,1.41,1.673,2.121,0.237,0.371,0.474,flood,meters
EUR_FLOO_090540,49.58,32.03,1.436,1.713,2.228,0.232,0.368,0.576,flood,meters
EUR_FLOO_090541,49.58,32.12,1.511,1.848,2.41,0.273,0.393,0.52,flood,meters
EUR_FLOO_090542,49.58,32.21,1.347,1.664,2.132,0.321,0.323,0.542,flood,meters
EUR_FLOO_090543,49.58,32.3,1.511,1.818,2.375,0.317,0.289,0.623,flood,meters
EUR_FLOO_090544,49.58,32.39,1.537,1.807,2.437,0.329,0.292,0.572,flood,meters
EUR_FLOO_090545,49.58,32.48,1.439,1.74,2.147,0.303,0.342,0.526,flood,meters
EUR_FLOO_090546,49.58,32.57,1.377,1.619,2.095,0.25,0.268,0.471,flood,meters
EUR_FLOO_090547,49.58,32.66,1.474,1.842,2.36,0.222,0.311,0.662,flood,meters
EUR_FLOO_090548,49.58,32.75,1.289,1.534,2.009,0.233,0.302,0.585,flood,meters
EUR_FLOO_090549,49.58,32.84,1.466,1.827,2.369,0.24,0.404,0.667,flood,meters
EUR_FLOO_090550,49.58,32.93,1.295,1.54,2.001,0.25,0.286,0.552,flood,meters
EUR_FLOO_090551,49.58,33.02,1.365,1.669,2.06,0.216,0.348,0.607,flood,meters
EUR_FLOO_090552,49.58,33.11,1.459,1.737,2.263,0.357,0.385,0.512,flood,meters
EUR_FLOO_090553,49.58,33.2,1.353,1.66,2.081,0.3,0.39,0.427,flood,meters
EUR_FLOO_090554,49.58,33.29,1.479,1.816,2.298,0.27,0.378,0.552,flood,meters
EUR_FLOO_090555,49.58,33.38,1.412,1.633,2.168,0.251,0.316,0.494,flood,meters
EUR_FLOO_090556,49.58,33.47,1.425,1.722,2.322,0.261,0.402,0.513,flood,meters
EUR_FLOO_090557,49.58,33.56,1.332,1.626,2.081,0.24,0.397,0.606,flood,meters
EUR_FLOO_090558,49.58,33.65,1.329,1.657,2.107,0.276,0.32,0.464,flood,meters
EUR_FLOO_090559,49.58,33.74,1.482,1.77,2.37,0.286,0.442,0.505,flood,meters
EUR_FLOO_090560,49.58,33.83,1.322,1.617,2.07,0.304,0.267,0.536,flood,meters
EUR_FLOO_090561,49.58,33.92,1.438,1.789,2.266,0.278,0.322,0.477,flood,meters
EUR_FLOO_090562,49.58,34.01,1.444,1.698,2.103,0.295,0.339,0.595,flood,meters
EUR_FLOO_090563,49.58,34.1,1.318,1.596,2.114,0.32,0.382,0.539,flood,meters
EUR_FLOO_090564,49.58,34.19,1.283,1.526,1.837,0.232,0.371,0.541,flood,meters
EUR_FLOO_090565,49.58,34.28,1.402,1.714,2.292,0.264,0.342,0.648,flood,meters
EUR_FLOO_090566,49.58,34.37,1.518,1.808,2.433,0.247,0.422,0.663,flood,meters
EUR_FLOO_090567,49.58,34.46,1.385,1.71,2.303,0.237,0.391,0.475,flood,meters
EUR_FLOO_090568,49.58,34.55,1.301,1.564,2.047,0.317,0.252,0.463,flood,meters
EUR_FLOO_090569,49.58,34.64,1.577,1.961,2.381,0.237,0.421,0.625,flood,meters
EUR_FLOO_090570,49.58,34.73,1.405,1.653,2.063,0.274,0.282,0.456,flood,meters
EUR_FLOO_090571,49.58,34.82,1.449,1.696,2.238,0.355,0.266,0.558,flood,meters
EUR_FLOO_090572,49.58,34.91,1.385,1.714,2.168,0.283,0.271,0.603,flood,meters
EUR_FLOO_090573,49.58,35.0,1.518,1.817,2.264,0.28,0.277,0.647,flood,meters
EUR_FLOO_090574,49.58,35.09,1.416,1.708,2.256,0.218,0.328,0.578,flood,meters
EUR_FLOO_090575,49.58,35.18,1.553,1.856,2.411,0.283,0.312,0.573,flood,meters
EUR_FLOO_090576,49.58,35.27,1.467,1.78,2.142,0.294,0.316,0.55,flood,meters
EUR_FLOO_090577,49.58,35.36,1.565,1.81,2.3,0.241,0.292,0.616,flood,meters
EUR_FLOO_090578,49.58,35.45,1.65,2.01,2.623,0.352,0.371,0.613,flood,meters
EUR_FLOO_090579,49.58,35.54,1.738,2.158,2.901,0.425,0.396,0.707,flood,meters
EUR_FLOO_090580,49.58,35.63,1.58,1.971,2.463,0.347,0.39,0.569,flood,meters
EUR_FLOO_090581,49.58,35.72,1.638,1.967,2.501,0.322,0.419,0.59,flood,meters
EUR_FLOO_090582,49.58,35.81,1.648,2.019,2.488,0.38,0.502,0.684,flood,meters
EUR_FLOO_090583,49.58,35.9,1.593,1.84,2.21,0.243,0.454,0.603,flood,meters
EUR_FLOO_090584,49.58,35.99,1.67,2.073,2.706,0.316,0.443,0.699,flood,meters
EUR_FLOO_090585,49.58,36.08,1.564,1.843,2.258,0.269,0.434,0.609,flood,meters
EUR_FLOO_090586,49.58,36.17,1.7,2.109,2.774,0.383,0.474,0.759,flood,meters
EUR_FLOO_090587,49.58,36.26,1.622,1.873,2.356,0.402,0.317,0.578,flood,meters
EUR_FLOO_090588,49.58,36.35,1.487,1.74,2.338,0.267,0.374,0.679,flood,meters
EUR_FLOO_090589,49.58,36.44,1.701,2.116,2.674,0.258,0.507,0.651,flood,meters
EUR_FLOO_090590,49.58,36.53,1.727,1.989,2.639,0.37,0.377,0.762,flood,meters
EUR_FLOO_090591,49.58,36.62,1.646,1.985,2.447,0.3,0.375,0.69,flood,meters
EUR_FLOO_090592,49.58,36.71,1.687,2.013,2.503,0.303,0.349,0.665,flood,meters
EUR_FLOO_090593,49.58,36.8,1.622,1.986,2.527,0.377,0.444,0.678,flood,meters
EUR_FLOO_090594,49.58,36.89,1.688,1.992,2.435,0.367,0.454,0.617,flood,meters
EUR_FLOO_090595,49.58,36.98,1.477,1.704,2.263,0.356,0.329,0.596,flood,meters
EUR_FLOO_090596,49.58,37.07,1.643,1.933,2.355,0.266,0.43,0.661,flood,meters
EUR_FLOO_090597,49.58,37.16,1.572,1.841,2.238,0.238,0.406,0.48,flood,meters
EUR_FLOO_090598,49.58,37.25,1.526,1.867,2.368,0.24,0.4,0.555,flood,meters
EUR_FLOO_090599,49.58,37.34,1.736,2.166,2.782,0.407,0.473,0.609,flood,meters
EUR_FLOO_090600,49.58,37.43,1.585,1.839,2.234,0.26,0.38,0.575,flood,meters
EUR_FLOO_090601,49.58,37.52,1.816,2.19,2.671,0.394,0.34,0.773,flood,meters
EUR_FLOO_090602,49.58,37.61,1.622,2.017,2.544,0.256,0.495,0.601,flood,meters
EUR_FLOO_090603,49.58,37.7,1.832,2.217,2.722,0.318,0.549,0.706,flood,meters
EUR_FLOO_090604,49.58,37.79,1.671,1.957,2.573,0.253,0.386,0.549,flood,meters
EUR_FLOO_090605,49.58,37.88,1.692,2.105,2.551,0.413,0.515,0.729,flood,meters
EUR_FLOO_090606,49.58,37.97,1.594,1.954,2.366,0.35,0.439,0.484,flood,meters
EUR_FLOO_090607,49.58,38.06,1.752,2.146,2.63,0.354,0.423,0.664,flood,meters
EUR_FLOO_090608,49.58,38.15,1.684,2.048,2.593,0.304,0.385,0.558,flood,meters
EUR_FLOO_090609,49.58,38.24,1.733,2.08,2.804,0.32,0.36,0.606,flood,meters
EUR_FLOO_090610,49.58,38.33,1.725,2.014,2.519,0.36,0.453,0.754,flood,meters
EUR_FLOO_090611,49.58,38.42,1.524,1.85,2.429,0.277,0.45,0.662,flood,meters
EUR_FLOO_090612,49.58,38.51,1.649,2.019,2.64,0.253,0.408,0.632,flood,meters
EUR_FLOO_090613,49.58,38.6,1.782,2.076,2.707,0.342,0.364,0.755,flood,meters
EUR_FLOO_090614,49.58,38.69,1.761,2.04,2.592,0.315,0.484,0.538,flood,meters
EUR_FLOO_090615,49.58,38.78,1.726,2.088,2.656,0.415,0.44,0.768,flood,meters
EUR_FLOO_090616,49.58,38.87,1.631,1.928,2.596,0.338,0.395,0.562,flood,meters
EUR_FLOO_090617,49.58,38.96,1.59,1.941,2.48,0.375,0.361,0.639,flood,meters
EUR_FLOO_090618,49.58,39.05,1.481,1.816,2.367,0.332,0.38,0.512,flood,meters
EUR_FLOO_090619,49.58,39.14,1.509,1.843,2.289,0.357,0.42,0.48,flood,meters
EUR_FLOO_090620,49.58,39.23,1.733,2.101,2.758,0.312,0.453,0.666,flood,meters
EUR_FLOO_090621,49.58,39.32,1.521,1.813,2.262,0.38,0.45,0.651,flood,meters
EUR_FLOO_090622,49.58,39.41,1.577,1.864,2.297,0.336,0.401,0.465,flood,meters
EUR_FLOO_090623,49.58,39.5,1.577,1.927,2.327,0.354,0.397,0.575,flood,meters
EUR_FLOO_090624,49.58,39.59,1.617,1.928,2.458,0.307,0.416,0.695,flood,meters
EUR_FLOO_090625,49.58,39.68,1.367,1.612,2.035,0.229,0.373,0.592,flood,meters
EUR_FLOO_090626,49.58,39.77,1.5,1.849,2.286,0.281,0.286,0.517,flood,meters
EUR_FLOO_090627,49.58,39.86,1.596,1.842,2.422,0.384,0.381,0.544,flood,meters
EUR_FLOO_090628,49.58,39.95,1.464,1.709,2.27,0.332,0.333,0.537,flood,meters
EUR_FLOO_090629,49.67,-10.0,1.54,1.853,2.439,0.329,0.31,0.727,flood,meters
EUR_FLOO_090630,49.67,-9.91,1.832,2.198,2.707,0.417,0.549,0.661,flood,meters
EUR_FLOO_090631,49.67,-9.82,1.538,1.803,2.343,0.326,0.368,0.579,flood,meters
EUR_FLOO_090632,49.67,-9.73,1.601,1.914,2.495,0.307,0.296,0.584,flood,meters
EUR_FLOO_090633,49.67,-9.64,1.595,1.969,2.422,0.267,0.402,0.604,flood,meters
EUR_FLOO_090634,49.67,-9.55,1.501,1.839,2.305,0.227,0.295,0.485,flood,meters
EUR_FLOO_090635,49.67,-9.46,1.6,1.97,2.569,0.278,0.336,0.541,flood,meters
EUR_FLOO_090636,49.67,-9.37,1.786,2.146,2.788,0.27,0.334,0.634,flood,meters
EUR_FLOO_090637,49.67,-9.28,1.754,2.123,2.756,0.336,0.327,0.718,flood,meters
EUR_FLOO_090638,49.67,-9.19,1.471,1.706,2.071,0.314,0.383,0.453,flood,meters
EUR_FLOO_090639,49.67,-9.1,1.473,1.807,2.368,0.356,0.425,0.672,flood,meters
EUR_FLOO_090640,49.67,-9.01,1.513,1.823,2.375,0.295,0.444,0.626,flood,meters
EUR_FLOO_090641,49.67,-8.92,1.5,1.742,2.214,0.33,0.293,0.541,flood,meters
EUR_FLOO_090642,49.67,-8.83,1.613,1.947,2.535,0.356,0.367,0.751,flood,meters
EUR_FLOO_090643,49.67,-8.74,1.627,2.029,2.734,0.312,0.344,0.71,flood,meters
EUR_FLOO_090644,49.67,-8.65,1.695,2.028,2.622,0.28,0.447,0.683,flood,meters
EUR_FLOO_090645,49.67,-8.56,1.591,1.889,2.472,0.281,0.392,0.606,flood,meters
EUR_FLOO_090646,49.67,-8.47,1.517,1.836,2.401,0.242,0.349,0.617,flood,meters
EUR_FLOO_090647,49.67,-8.38,1.431,1.65,1.984,0.255,0.268,0.419,flood,meters
EUR_FLOO_090648,49.67,-8.29,1.661,2.073,2.621,0.276,0.382,0.772,flood,meters
EUR_FLOO_090649,49.67,-8.2,1.612,1.888,2.31,0.259,0.391,0.59,flood,meters
EUR_FLOO_090650,49.67,-8.11,1.461,1.736,2.149,0.317,0.321,0.519,flood,meters
EUR_FLOO_090651,49.67,-8.02,1.461,1.721,2.104,0.266,0.304,0.572,flood,meters
EUR_FLOO_090652,49.67,-7.93,1.47,1.821,2.223,0.225,0.424,0.46,flood,meters
EUR_FLOO_090653,49.67,-7.84,1.639,1.958,2.454,0.313,0.404,0.536,flood,meters
EUR_FLOO_090654,49.67,-7.75,1.565,1.822,2.292,0.279,0.282,0.534,flood,meters
EUR_FLOO_090655,49.67,-7.66,1.658,1.972,2.512,0.329,0.409,0.504,flood,meters
EUR_FLOO_090656,49.67,-7.57,1.634,2.039,2.732,0.37,0.471,0.667,flood,meters
EUR_FLOO_090657,49.67,-7.48,1.627,1.922,2.582,0.395,0.472,0.74,flood,meters
EUR_FLOO_090658,49.67,-7.39,1.549,1.875,2.496,0.34,0.366,0.633,flood,meters
EUR_FLOO_090659,49.67,-7.3,1.716,2.133,2.76,0.403,0.404,0.734,flood,meters
EUR_FLOO_090660,49.67,-7.21,1.466,1.688,2.199,0.316,0.4,0.538,flood,meters
EUR_FLOO_090661,49.67,-7.12,1.602,1.946,2.342,0.391,0.319,0.626,flood,meters
EUR_FLOO_090662,49.67,-7.03,1.692,2.102,2.745,0.317,0.417,0.728,flood,meters
EUR_FLOO_090663,49.67,-6.94,1.557,1.852,2.427,0.377,0.281,0.657,flood,meters
EUR_FLOO_090664,49.67,-6.85,1.499,1.836,2.336,0.27,0.443,0.63,flood,meters
EUR_FLOO_090665,49.67,-6.76,1.74,2.062,2.642,0.404,0.384,0.715,flood,meters
EUR_FLOO_090666,49.67,-6.67,1.627,1.924,2.418,0.296,0.447,0.634,flood,meters
EUR_FLOO_090667,49.67,-6.58,1.718,2.06,2.549,0.339,0.504,0.65,flood,meters
EUR_FLOO_090668,49.67,-6.49,1.726,2.08,2.498,0.383,0.375,0.581,flood,meters
EUR_FLOO_090669,49.67,-6.4,1.755,2.109,2.638,0.41,0.437,0.719,flood,meters
EUR_FLOO_090670,49.67,-6.31,1.614,1.86,2.4,0.391,0.331,0.584,flood,meters
EUR_FLOO_090671,49.67,-6.22,1.673,1.983,2.559,0.364,0.382,0.643,flood,meters
EUR_FLOO_090672,49.67,-6.13,1.619,1.991,2.513,0.285,0.307,0.717,flood,meters
EUR_FLOO_090673,49.67,-6.04,1.463,1.693,2.118,0.364,0.27,0.483,flood,meters
EUR_FLOO_090674,49.67,-5.95,1.713,2.14,2.679,0.404,0.385,0.673,flood,meters
EUR_FLOO_090675,49.67,-5.86,1.721,2.119,2.551,0.296,0.343,0.542,flood,meters
EUR_FLOO_090676,49.67,-5.77,1.449,1.698,2.234,0.286,0.417,0.486,flood,meters
EUR_FLOO_090677,49.67,-5.68,1.722,2.111,2.579,0.346,0.322,0.576,flood,meters
EUR_FLOO_090678,49.67,-5.59,1.708,1.986,2.395,0.41,0.443,0.629,flood,meters
EUR_FLOO_090679,49.67,-5.5,1.534,1.833,2.437,0.248,0.318,0.728,flood,meters
EUR_FLOO_090680,49.67,-5.41,1.651,2.029,2.554,0.329,0.483,0.61,flood,meters
EUR_FLOO_090681,49.67,-5.32,1.582,1.971,2.617,0.239,0.476,0.609,flood,meters
EUR_FLOO_090682,49.67,-5.23,1.729,2.09,2.711,0.28,0.388,0.695,flood,meters
EUR_FLOO_090683,49.67,-5.14,1.735,2.079,2.635,0.408,0.505,0.571,flood,meters
EUR_FLOO_090684,49.67,-5.05,1.519,1.813,2.258,0.283,0.327,0.511,flood,meters
EUR_FLOO_090685,49.67,-4.96,1.635,1.916,2.312,0.29,0.426,0.692,flood,meters
EUR_FLOO_090686,49.67,-4.87,1.547,1.86,2.455,0.342,0.326,0.549,flood,meters
EUR_FLOO_090687,49.67,-4.78,1.452,1.799,2.16,0.31,0.323,0.544,flood,meters
EUR_FLOO_090688,49.67,-4.69,1.599,1.907,2.519,0.379,0.368,0.67,flood,meters
EUR_FLOO_090689,49.67,-4.6,1.636,2.039,2.499,0.285,0.339,0.688,flood,meters
EUR_FLOO_090690,49.67,-4.51,1.475,1.706,2.28,0.35,0.33,0.634,flood,meters
EUR_FLOO_090691,49.67,-4.42,1.398,1.625,2.051,0.289,0.26,0.446,flood,meters
EUR_FLOO_090692,49.67,-4.33,1.408,1.749,2.163,0.337,0.365,0.592,flood,meters
EUR_FLOO_090693,49.67,-4.24,1.538,1.837,2.353,0.337,0.344,0.663,flood,meters
EUR_FLOO_090694,49.67,-4.15,1.541,1.876,2.486,0.293,0.373,0.523,flood,meters
EUR_FLOO_090695,49.67,-4.06,1.498,1.809,2.37,0.338,0.328,0.643,flood,meters
EUR_FLOO_090696,49.67,-3.97,1.356,1.572,2.116,0.238,0.339,0.573,flood,meters
EUR_FLOO_090697,49.67,-3.88,1.424,1.708,2.123,0.267,0.401,0.595,flood,meters
EUR_FLOO_090698,49.67,-3.79,1.311,1.533,2.046,0.26,0.319,0.515,flood,meters
EUR_FLOO_090699,49.67,-3.7,1.444,1.665,2.033,0.341,0.313,0.583,flood,meters
EUR_FLOO_090700,49.67,-3.61,1.395,1.653,2.143,0.263,0.249,0.497,flood,meters
EUR_FLOO_090701,49.67,-3.52,1.304,1.593,1.955,0.316,0.283,0.573,flood,meters
EUR_FLOO_090702,49.67,-3.43,1.484,1.718,2.131,0.305,0.378,0.53,flood,meters
EUR_FLOO_090703,49.67,-3.34,1.422,1.707,2.062,0.251,0.301,0.453,flood,meters
EUR_FLOO_090704,49.67,-3.25,1.308,1.594,2.03,0.234,0.299,0.579,flood,meters
EUR_FLOO_090705,49.67,-3.16,1.479,1.839,2.303,0.266,0.299,0.567,flood,meters
EUR_FLOO_090706,49.67,-3.07,1.29,1.506,1.888,0.222,0.333,0.432,flood,meters
EUR_FLOO_090707,49.67,-2.98,1.422,1.754,2.287,0.302,0.366,0.517,flood,meters
EUR_FLOO_090708,49.67,-2.89,1.33,1.64,2.211,0.265,0.273,0.456,flood,meters
EUR_FLOO_090709,49.67,-2.8,1.462,1.722,2.135,0.288,0.392,0.62,flood,meters
EUR_FLOO_090710,49.67,-2.71,1.326,1.646,2.003,0.246,0.311,0.45,flood,meters
EUR_FLOO_090711,49.67,-2.62,1.272,1.487,1.928,0.281,0.351,0.549,flood,meters
EUR_FLOO_090712,49.67,-2.53,1.294,1.587,2.111,0.322,0.298,0.559,flood,meters
EUR_FLOO_090713,49.67,-2.44,1.256,1.509,1.978,0.27,0.263,0.411,flood,meters
EUR_FLOO_090714,49.67,-2.35,1.482,1.817,2.241,0.336,0.337,0.613,flood,meters
EUR_FLOO_090715,49.67,-2.26,1.243,1.442,1.785,0.287,0.319,0.505,flood,meters
EUR_FLOO_090716,49.67,-2.17,1.251,1.515,1.922,0.251,0.253,0.468,flood,meters
EUR_FLOO_090717,49.67,-2.08,1.425,1.672,2.249,0.262,0.303,0.534,flood,meters
EUR_FLOO_090718,49.67,-1.99,1.273,1.564,2.093,0.284,0.294,0.623,flood,meters
EUR_FLOO_090719,49.67,-1.9,1.397,1.668,2.239,0.317,0.393,0.639,flood,meters
EUR_FLOO_090720,49.67,-1.81,1.389,1.663,2.193,0.286,0.396,0.593,flood,meters
EUR_FLOO_090721,49.67,-1.72,1.239,1.453,1.856,0.261,0.297,0.4,flood,meters
EUR_FLOO_090722,49.67,-1.63,1.453,1.703,2.07,0.228,0.298,0.425,flood,meters
EUR_FLOO_090723,49.67,-1.54,1.395,1.684,2.101,0.322,0.287,0.45,flood,meters
EUR_FLOO_090724,49.67,-1.45,1.29,1.529,2.024,0.246,0.381,0.529,flood,meters
EUR_FLOO_090725,49.67,-1.36,1.315,1.592,2.061,0.242,0.261,0.553,flood,meters
EUR_FLOO_090726,49.67,-1.27,1.364,1.612,1.945,0.278,0.328,0.424,flood,meters
EUR_FLOO_090727,49.67,-1.18,1.271,1.532,1.919,0.2,0.239,0.421,flood,meters
EUR_FLOO_090728,49.67,-1.09,1.518,1.866,2.49,0.339,0.357,0.525,flood,meters
EUR_FLOO_090729,49.67,-1.0,1.442,1.699,2.1,0.331,0.322,0.423,flood,meters
EUR_FLOO_090730,49.67,-0.91,1.42,1.699,2.163,0.214,0.376,0.543,flood,meters
EUR_FLOO_090731,49.67,-0.82,1.349,1.659,2.163,0.304,0.377,0.552,flood,meters
EUR_FLOO_090732,49.67,-0.73,1.41,1.686,2.139,0.251,0.284,0.48,flood,meters
EUR_FLOO_090733,49.67,-0.64,1.375,1.703,2.102,0.207,0.406,0.615,flood,meters
EUR_FLOO_090734,49.67,-0.55,1.512,1.741,2.153,0.294,0.288,0.597,flood,meters
EUR_FLOO_090735,49.67,-0.46,1.603,2.001,2.65,0.283,0.314,0.786,flood,meters
EUR_FLOO_090736,49.67,-0.37,1.327,1.604,2.073,0.295,0.317,0.517,flood,meters
EUR_FLOO_090737,49.67,-0.28,1.598,1.962,2.615,0.269,0.429,0.646,flood,meters
EUR_FLOO_090738,49.67,-0.19,1.47,1.803,2.179,0.25,0.307,0.596,flood,meters
EUR_FLOO_090739,49.67,-0.1,1.57,1.956,2.455,0.257,0.403,0.649,flood,meters
EUR_FLOO_090740,49.67,-0.01,1.422,1.663,2.015,0.296,0.288,0.572,flood,meters
EUR_FLOO_090741,49.67,0.08,1.377,1.69,2.123,0.301,0.411,0.603,flood,meters
EUR_FLOO_090742,49.67,0.17,1.331,1.637,1.971,0.287,0.285,0.404,flood,meters
EUR_FLOO_090743,49.67,0.26,1.421,1.656,2.124,0.304,0.349,0.567,flood,meters
EUR_FLOO_090744,49.67,0.35,1.622,1.998,2.672,0.334,0.319,0.584,flood,meters
EUR_FLOO_090745,49.67,0.44,1.579,1.907,2.348,0.277,0.376,0.53,flood,meters
EUR_FLOO_090746,49.67,0.53,1.621,1.917,2.498,0.278,0.347,0.653,flood,meters
EUR_FLOO_090747,49.67,0.62,1.435,1.704,2.05,0.351,0.281,0.532,flood,meters
EUR_FLOO_090748,49.67,0.71,1.482,1.779,2.325,0.34,0.355,0.509,flood,meters
EUR_FLOO_090749,49.67,0.8,1.449,1.711,2.279,0.259,0.408,0.521,flood,meters
EUR_FLOO_090750,49.67,0.89,1.542,1.814,2.42,0.345,0.332,0.519,flood,meters
EUR_FLOO_090751,49.67,0.98,1.439,1.729,2.299,0.226,0.326,0.558,flood,meters
EUR_FLOO_090752,49.67,1.07,1.429,1.725,2.104,0.215,0.321,0.505,flood,meters
EUR_FLOO_090753,49.67,1.16,1.662,1.974,2.594,0.338,0.332,0.593,flood,meters
EUR_FLOO_090754,49.67,1.25,1.468,1.725,2.103,0.314,0.363,0.593,flood,meters
EUR_FLOO_090755,49.67,1.34,1.485,1.793,2.202,0.297,0.384,0.541,flood,meters
EUR_FLOO_090756,49.67,1.43,1.383,1.679,2.15,0.336,0.297,0.56,flood,meters
EUR_FLOO_090757,49.67,1.52,1.442,1.745,2.122,0.223,0.384,0.5,flood,meters
EUR_FLOO_090758,49.67,1.61,1.586,1.89,2.417,0.357,0.413,0.591,flood,meters
EUR_FLOO_090759,49.67,1.7,1.357,1.663,2.011,0.301,0.26,0.421,flood,meters
EUR_FLOO_090760,49.67,1.79,1.608,1.943,2.588,0.371,0.316,0.672,flood,meters
EUR_FLOO_090761,49.67,1.88,1.499,1.789,2.376,0.242,0.363,0.539,flood,meters
EUR_FLOO_090762,49.67,1.97,1.589,1.924,2.331,0.258,0.407,0.603,flood,meters
EUR_FLOO_090763,49.67,2.06,1.321,1.564,1.912,0.257,0.295,0.383,flood,meters
EUR_FLOO_090764,49.67,2.15,1.578,1.948,2.425,0.31,0.395,0.567,flood,meters
EUR_FLOO_090765,49.67,2.24,1.293,1.525,1.92,0.226,0.374,0.513,flood,meters
EUR_FLOO_090766,49.67,2.33,1.375,1.603,2.139,0.29,0.378,0.477,flood,meters
EUR_FLOO_090767,49.67,2.42,1.506,1.859,2.304,0.372,0.372,0.641,flood,meters
